QID,question,answer,correct,choice
792,The author of “Chitty Chitty Bang Bang” also created what literary character?,James Bond,TRUE,C
792,The author of “Chitty Chitty Bang Bang” also created what literary character?,Mary Poppins,FALSE,A
792,The author of “Chitty Chitty Bang Bang” also created what literary character?,Winnie the Pooh,FALSE,B
160,The author of “The Picture of Dorian Gray” was born in what country?,France,FALSE,A
160,The author of “The Picture of Dorian Gray” was born in what country?,Ireland,TRUE,B
160,The author of “The Picture of Dorian Gray” was born in what country?,United States,FALSE,C
736,The author of “Treasure Island” also once wrote about the namesake of what cheese?,Gorgonzola,FALSE,A
736,The author of “Treasure Island” also once wrote about the namesake of what cheese?,Monterey Jack,TRUE,C
736,The author of “Treasure Island” also once wrote about the namesake of what cheese?,Roquefort,FALSE,B
155,The author who created Tarzan once worked for which of these publications?,Paris Review,FALSE,B
155,The author who created Tarzan once worked for which of these publications?,Sears catalog,TRUE,C
155,The author who created Tarzan once worked for which of these publications?,Sports Illustrated,FALSE,A
57,"The band that recorded “September” is named “Earth, Wind &amp;” what?",Fire,TRUE,B
57,"The band that recorded “September” is named “Earth, Wind &amp;” what?",Flagellum,FALSE,C
57,"The band that recorded “September” is named “Earth, Wind &amp;” what?",Frederick,FALSE,A
1046,The Beatles song “Glass Onion” does NOT refer to which earlier Beatles song?,A Day in the Life,TRUE,C
1046,The Beatles song “Glass Onion” does NOT refer to which earlier Beatles song?,I Am the Walrus,FALSE,A
1046,The Beatles song “Glass Onion” does NOT refer to which earlier Beatles song?,Lady Madonna,FALSE,B
38,The Benihana company has a restaurant in which of these places?,Aruba,TRUE,B
38,The Benihana company has a restaurant in which of these places?,China,FALSE,A
38,The Benihana company has a restaurant in which of these places?,Japan,FALSE,C
1109,The biggest lake in the US borders which of these states?,Illinois,FALSE,A
1109,The biggest lake in the US borders which of these states?,Iowa,FALSE,B
1109,The biggest lake in the US borders which of these states?,Wisconsin,TRUE,C
1266,The camera was first featured in which iPhone model?,First generation iPhone,TRUE,C
1266,The camera was first featured in which iPhone model?,iPhone 3G,FALSE,B
1266,The camera was first featured in which iPhone model?,iPhone 3GS,FALSE,A
962,The capital city of which country sits at the southernmost latitude?,Indonesia,FALSE,C
962,The capital city of which country sits at the southernmost latitude?,Madagascar,FALSE,B
962,The capital city of which country sits at the southernmost latitude?,Uruguay,TRUE,A
768,The capital of which state is also the French form of the name Peter?,North Dakota,FALSE,B
768,The capital of which state is also the French form of the name Peter?,South Dakota,TRUE,C
768,The capital of which state is also the French form of the name Peter?,Wyoming,FALSE,A
518,The Cascade Range runs through which of these states?,Colorado,FALSE,A
518,The Cascade Range runs through which of these states?,Montana,FALSE,C
518,The Cascade Range runs through which of these states?,Oregon,TRUE,B
602,The CEO of Domino’s came to the company after working with what kind of food?,Baby food,TRUE,C
602,The CEO of Domino’s came to the company after working with what kind of food?,Italian food,FALSE,A
602,The CEO of Domino’s came to the company after working with what kind of food?,Mexican food,FALSE,B
767,The CEO of what tech company turned heads in 2013 by buying a funeral home?,Airbnb,FALSE,B
767,The CEO of what tech company turned heads in 2013 by buying a funeral home?,Tesla,FALSE,A
767,The CEO of what tech company turned heads in 2013 by buying a funeral home?,Yahoo,TRUE,C
1012,The chief judge of the US Supreme Court is called what?,Chief Justice,TRUE,A
1012,The chief judge of the US Supreme Court is called what?,Chief Moose,FALSE,B
1012,The chief judge of the US Supreme Court is called what?,Chief Wiggum,FALSE,C
740,The Chunnel connects what two countries?,Canada / Mexico,FALSE,B
740,The Chunnel connects what two countries?,England / France,TRUE,C
740,The Chunnel connects what two countries?,Italy / Sweden,FALSE,A
692,The classic book “The Grapes of Wrath” is about a family's journey to what state?,Alaska,FALSE,A
692,The classic book “The Grapes of Wrath” is about a family's journey to what state?,California,TRUE,B
692,The classic book “The Grapes of Wrath” is about a family's journey to what state?,Hawaii,FALSE,C
478,The classic version of the board game Operation asks players to remove a wrench from where?,Ankle,TRUE,C
478,The classic version of the board game Operation asks players to remove a wrench from where?,Head,FALSE,B
478,The classic version of the board game Operation asks players to remove a wrench from where?,Stomach,FALSE,A
939,The co-creator of the first baby monitor was recruited after his design of what?,Coffee table,TRUE,C
939,The co-creator of the first baby monitor was recruited after his design of what?,Crib,FALSE,B
939,The co-creator of the first baby monitor was recruited after his design of what?,Portable radio,FALSE,A
615,The co-creators of Kazaa also helped develop which product?,LimeWire,FALSE,C
615,The co-creators of Kazaa also helped develop which product?,Skype,TRUE,A
615,The co-creators of Kazaa also helped develop which product?,Winamp,FALSE,B
21,The college degree “B.A.” is short for what?,Bachelor of Arts,TRUE,A
21,The college degree “B.A.” is short for what?,Beefy Arms,FALSE,C
21,The college degree “B.A.” is short for what?,Booyah Awesome,FALSE,B
1396,The comic strip “B.C.” is mainly about what?,Aliens,FALSE,A
1396,The comic strip “B.C.” is mainly about what?,Cavemen,TRUE,B
1396,The comic strip “B.C.” is mainly about what?,Robots,FALSE,C
1540,The company whose stock symbol is simply “V” mainly provides which of these?,Cable TV,FALSE,B
1540,The company whose stock symbol is simply “V” mainly provides which of these?,Financial services,TRUE,C
1540,The company whose stock symbol is simply “V” mainly provides which of these?,Phone services,FALSE,A
756,The composer for the “South Park” movie also provided music for which film?,BASEketball,FALSE,C
756,The composer for the “South Park” movie also provided music for which film?,Hairspray,TRUE,B
756,The composer for the “South Park” movie also provided music for which film?,Minions,FALSE,A
1271,The concept now known as the “uncanny valley” was created by a scientist from what country?,France,FALSE,C
1271,The concept now known as the “uncanny valley” was created by a scientist from what country?,Japan,TRUE,A
1271,The concept now known as the “uncanny valley” was created by a scientist from what country?,USA,FALSE,B
737,The container that children traditionally use to collect change is known as what?,Doggy zone,FALSE,B
737,The container that children traditionally use to collect change is known as what?,Horsey place,FALSE,C
737,The container that children traditionally use to collect change is known as what?,Piggy bank,TRUE,A
765,The cooking method “al pastor” came to Mexico from what country?,El Salvador,FALSE,A
765,The cooking method “al pastor” came to Mexico from what country?,Lebanon,TRUE,C
765,The cooking method “al pastor” came to Mexico from what country?,Spain,FALSE,B
278,The cooking technique now known as tempura originated in which of these places?,Hawaii,FALSE,A
278,The cooking technique now known as tempura originated in which of these places?,Portugal,TRUE,C
278,The cooking technique now known as tempura originated in which of these places?,South Korea,FALSE,B
1329,The creator of which of these fonts has publicly declared it “the best font in the world”?,Comic Sans,TRUE,A
1329,The creator of which of these fonts has publicly declared it “the best font in the world”?,Helvetica,FALSE,C
1329,The creator of which of these fonts has publicly declared it “the best font in the world”?,Papyrus,FALSE,B
1489,The current capital city of which country was NOT its capital in 1990?,Burkina Faso,FALSE,C
1489,The current capital city of which country was NOT its capital in 1990?,Côte d’Ivoire,FALSE,B
1489,The current capital city of which country was NOT its capital in 1990?,Nigeria,TRUE,A
919,The Cy Young Award is given each year to Major League Baseball's best what?,Fans,FALSE,B
919,The Cy Young Award is given each year to Major League Baseball's best what?,Mascots,FALSE,A
919,The Cy Young Award is given each year to Major League Baseball's best what?,Pitchers,TRUE,C
1151,The DARPA project “FastRunner” is a robot whose design resembles what speedy animal?,Dog,FALSE,B
1151,The DARPA project “FastRunner” is a robot whose design resembles what speedy animal?,Ostrich,TRUE,C
1151,The DARPA project “FastRunner” is a robot whose design resembles what speedy animal?,Tiger,FALSE,A
998,The Declaration of Independence was NOT signed by which of these people?,George Washington,TRUE,C
998,The Declaration of Independence was NOT signed by which of these people?,John Adams,FALSE,A
998,The Declaration of Independence was NOT signed by which of these people?,Josiah Bartlett,FALSE,B
1293,The digastric muscle can be found directly under what body part?,Heart,FALSE,B
1293,The digastric muscle can be found directly under what body part?,Jaw,TRUE,A
1293,The digastric muscle can be found directly under what body part?,Stomach,FALSE,C
793,The dinosaur genus Zuul gets its name from what film franchise?,Ghostbusters,TRUE,C
793,The dinosaur genus Zuul gets its name from what film franchise?,Jurassic Park,FALSE,A
793,The dinosaur genus Zuul gets its name from what film franchise?,The Land Before Time,FALSE,B
252,The director of “Lady Bird” starred in which indie movie?,Brooklyn,FALSE,C
252,The director of “Lady Bird” starred in which indie movie?,Frances Ha,TRUE,B
252,The director of “Lady Bird” starred in which indie movie?,Room,FALSE,A
914,The director of “Mad Max: Fury Road” also directed which of these movies?,Babe: Pig in the City,TRUE,C
914,The director of “Mad Max: Fury Road” also directed which of these movies?,Borat,FALSE,A
914,The director of “Mad Max: Fury Road” also directed which of these movies?,Live Free or Die Hard,FALSE,B
1268,The director of the horror classic “Scream” also directed which film?,Mr. Holland’s Opus,FALSE,A
1268,The director of the horror classic “Scream” also directed which film?,Music of the Heart,TRUE,B
1268,The director of the horror classic “Scream” also directed which film?,School of Rock,FALSE,C
1340,The director of which film appeared in several episodes of “Degrassi: The Next Generation”?,Clerks,TRUE,A
1340,The director of which film appeared in several episodes of “Degrassi: The Next Generation”?,Knocked Up,FALSE,B
1340,The director of which film appeared in several episodes of “Degrassi: The Next Generation”?,The Sixth Sense,FALSE,C
64,The Doors are named after a famous essay by the author of what iconic novel?,Brave New World,TRUE,C
64,The Doors are named after a famous essay by the author of what iconic novel?,Lolita,FALSE,A
64,The Doors are named after a famous essay by the author of what iconic novel?,On the Road,FALSE,B
1311,The duration of a pregnancy is usually measured in what?,Cups of decaf,FALSE,C
1311,The duration of a pregnancy is usually measured in what?,Laughter,FALSE,A
1311,The duration of a pregnancy is usually measured in what?,Trimesters,TRUE,B
